Title,URL,Date Published,Authors,Abstract
Proposed cancelable biometrics system based on hybrid optical crypto-steganography audio framework for cyber security applications,https://link.springer.com/article/10.1007/s11042-024-18232-w,08 July 2024,Mai Helmy,"Biometric authentication systems have gained significant popularity in recent years due to their high level of security and convenience. Cancelable biometrics is a promising area of research that addresses the privacy and security concerns associated with traditional biometric systems. By transforming the biometric data in a non-invertible manner, cancelable biometrics offer enhanced privacy protection, increased security, and the flexibility to revoke or update biometric templates. As research in this field continues to advance, cancelable biometrics has the potential to revolutionize the way biometric systems are implemented and utilized. Ten years ago, there is a dire need to develop new cancelable biometric systems depending on cryptography or steganography system which may merging the two previous techniques to hide secret information within a cover medium. It involves encrypting the message and then embedding it into an innocent-looking file, such as an image or audio file. The goal is to make the hidden message undetectable to anyone who is not the intended recipient. This method ensures that even if the cover medium is intercepted, the secret information remains secure. Crypto-steganography is a powerful tool for covert communication and has applications in various fields, including intelligence agencies, cyber-security, and digital multimedia applications. In a classical cryptography system, users can easily change their password if they are compromised. However, user's biometrics is limited and unique, and if they are compromised, it will be impossible to change them as it in cryptography system. So, the basic concept of cancelable biometrics is to use another version of the original biometric template created through a one-way transform or a crypto-steganography scheme to keep the original biometrics safe and away from utilization in the system. Cancelable biometrics depends on the transformation of data so that users can replace their single biometric template in the same or different system. In this paper, a biometric system is presented as a novel hybrid optical crypto-steganography algorithm which is used to achieve cancelability option over audios signal. A proposal hybrid crypto-steganography technique based on the optical Double Random Phase Encoding (DRPE) algorithm which is suggested to attain simultaneous encryption of multi-audios, begins with encrypting the biometric audios using the optical DRPE algorithm, then the resulting encrypted biometric audios are further encrypted again with the chaotic Baker map as a permutation strategy, Advanced Encryption Standard (AES), and Ron's Code (RC6) as a diffusion strategy. Then, the resulting encrypted biometrics is embedded into the cover media with a steganography technique which is based on a chaotic concept. Finally, the quality evaluation of the proposed cancelable biometrics system reveals good performance. The simulation results prove that the suggested hybrid optical crypto-steganography framework is reliable and presents recommended security and robustness levels for its utilization in achieving efficient cancelable biometrics systems compared to traditional techniques."
Analysis of Cross-Domain Security and Privacy Aspects of Cyber-Physical Systems,https://link.springer.com/article/10.1007/s10776-022-00559-6,04 July 2022,"Kamal Prasat, S. Sanjay, V. Ananya, R. Kannadasan, S. Rajkumar, Roshani Raut, Ramani Selvanambi","Cyber-physical systems (CPSs) are the recent surfacing of engineered systems in which the integration of computing, communication, and control technologies are so secure. Many important application fields such as transportation, energy, and medical systems employ Cyber-physical systems as the basic engineering systems which we conclude from various researches. The rapid and important development of CPS is affecting many aspects of people's lifestyles, enabling a wide range of applications and services such as Smart Home, E-Health, and ecommerce. They have the capability to consolidate sensor networks with implanted processing to screen and control the actual environment, with input circles that permits this outside boost to self-initiate either correspondence, control or registering. In spite of their various benefits, CPS frameworks are inclined to different digital and additionally actual security dangers, assaults and difficulties. This is because of their heterogeneous nature, their dependence on private information, and their enormous scope arrangement. Thus, purposeful or unplanned openings of these frameworks can result in calamitous impacts, which makes it basic to set up vigorous safety efforts. Currently, there is an increase in the present security confrontation with the epidemic growth of cyber-physical systems. There has been an influx of susceptibility, risks, attacks, and controls for the emerging latest generation of CPS. This paper overviews the security of cyber-physical systems along with the exploration of various cyber-attacks associated with CPS. Furthermore, this paper gives us a clear picture of various applications in several domains as well as the CPS in various emerging technologies."
E-healthcare application cyber security analysis using quantum machine learning in malicious user detection,https://link.springer.com/article/10.1007/s11082-023-05854-x,27 January 2024,"Zhenkun Liu, Xu Jia, Bin Li","In the medical field, it is crucial to manage visual and auditory data generated by Internet of Things (IoT) devices. Cloud servers are often used to manage the massive amounts of data generated by these IoT devices. Current improvements in electronic and communication technology have greatly impacted the e-healthcare sector owing to the effective exchange of patient data. IoMTs, or the Internet of Medical Things, are a relatively recent development in the field of remote health monitoring. They are used in patient-centric systems for the transmission and tracking of patient data. Authentication and anomaly detection are two areas where modern medical systems make extensive use of encryption, biometrics, and machine learning (ML) technology. This study suggests a new method for assessing the cyber security of e-healthcare apps; one that makes use of quantum machine learning. Users of e-healthcare applications have been tracked and analysed to identify risky behaviours. A deep variational adversarial encoder network and a fuzzy Gaussian quantile neural network classify the characteristics of observed user activity data, leading to the identification of malicious users and an increase in network security. Recreation aftereffects of the proposed engineering show vigor with regards to proficient execution, including prescient misfortune = 7%, learning rate = goldilocks (0.5), record advancement = 23%, transmission influence = − 18 dBm, jitter = 32 ms, delay = 90 ms, throughput = 170 bytes, obligation cycle and conveyance = 10%, and dynamic serverless reactions. Proposed technique attained Random accuracy of 98%, F-1 Score of 75%, mean average Precision (mAP) of 65%, Specificity of 66%, kappa Co-efficient of 69%."
Automotive Cyber Security - Emerging Risks and  New Case Study Insights,https://link.springer.com/article/10.1007/s38314-024-1890-0,19 July 2024,Numaan Huq,Abstract Not Available
Cyber security risk assessment in autonomous shipping,https://link.springer.com/article/10.1057/s41278-022-00214-0,26 January 2022,"Hasan Mahbub Tusher, Ziaul Haque Munim, Theo E. Notteboom, Tae-Eun Kim, Salman Nazir","Autonomous ships would require higher cyber-physical interaction in comparison with traditional shipping operations, thus increasing the vulnerabilities associated with cyber security. The increasing complexity surrounding the innate characteristics of the shipping industry makes it challenging to build a resilient framework for ensuring cyber security. This study proposes a multi-criteria decision-making (MCDM) framework for assessing cyber security risk in the autonomous shipping context. The research was validated through surveying subject matter experts, system designers and seafarers. Different types of equipment and systems are ranked based on their perceived vulnerability to cyber threats. Survey data from 28 subject matter experts are collected and analysed through the Bayesian best–worst method (BWM). At system level, the results indicate that navigational systems are the most vulnerable to potential cyber threats, while propulsion systems are the least vulnerable element in the context of future autonomous shipping operations. On a sub-system level, the three most vulnerable parts are Global Navigation Satellite System (GNSS), Electronic Chart Display and Information System (ECDIS) and the communication devices on shore control centres (SCC), while the least vulnerable parts are engine controls, SCC integration platforms and cargo handling at ports."
Tracing the evolution of cyber resilience: a historical and conceptual review,https://link.springer.com/article/10.1007/s10207-023-00811-x,01 February 2024,"Vasiliki Tzavara, Savvas Vassiliadis","In 2000, during a time when cyber security research was focused on the risks and threats posed by digital systems, the notion of being able to withstand and recover from cyber attacks, also known as cyber resilience, emerged. Recently, this concept has gained increasing attention due to the COVID-19 pandemic and the rapid acceleration of digitalization. While experts acknowledge the distinction between cyber security and cyber resilience, the exact definition and evolution of the latter remain somewhat ambiguous. The aim of this paper is to offer a thorough comprehension of how the notion of cyber resilience has developed throughout history. It delves into the concept of cyber resilience and its progression over time in response to the rising frequency and complexity of cyber threats. Cyber resilience, a new concept, has gained significant recognition as a critical component of cyber security strategy across diverse sectors, encompassing public and private domains alike. It begins with an overview of the definition and key components of cyber resilience and then traces the origin of the concept from its early development in the 2000s. The paper also explores the major milestones and events that have shaped the evolution of this capacity, including changes in technology and societal factors, up to the COVID-19 pandemic outbreak. This study provides valuable insights into future challenges for ensuring the continued resilience of digital infrastructure by examining the historical and contextual factors that have influenced the concept."
"A Comprehensive Study of Security and Cyber-Security Risk Management within e-Health Systems: Synthesis, Analysis and a Novel Quantified Approach",https://link.springer.com/article/10.1007/s11036-022-02042-1,29 September 2022,"Sondes Ksibi, Faouzi Jaidi, Adel Bouhoula","Internet of Things (IoT) applications are among the major trends of nowadays. Billions of connected devices are creating great business profits and performing a multitude of automated tasks in many daily human activities. In healthcare service delivery, IoT capabilities are difficult to overestimate, they are progressively becoming entangled and commonly coined Internet of Medical Things (IoMT). The participating nodes in IoMT networks generate, collect and exchange huge amounts of extremely private and sensitive data. Numerous security vulnerabilities arise due to the complexity and the heterogeneity of the technology. New risks, born out of IoMT systems, cannot easily be supported by existing risk management frameworks. The existing cyber-security risk assessment methods and approaches, deployed in several organizations, will not address the IoMT inherent risks properly. This study includes a comprehensive review of IoMT systems. Popular risk assessment methods are discussed and their suitability to IoMT is dealt with in detail. Based on this study, we propose a framework to enhance trust and help with decision making in e-healthcare environments given its high-risk exposure. The proposal is based on a quantified risk assessment approach. Our aim is to define a novel approach/model for improving trust and risk management in an e-health context."
"A Comprehensive Study of Security and Cyber-Security Risk Management within e-Health Systems: Synthesis, Analysis and a Novel Quantified Approach",https://link.springer.com/article/10.1007/s11036-022-02042-1,29 September 2022,"Sondes Ksibi, Faouzi Jaidi, Adel Bouhoula","Internet of Things (IoT) applications are among the major trends of nowadays. Billions of connected devices are creating great business profits and performing a multitude of automated tasks in many daily human activities. In healthcare service delivery, IoT capabilities are difficult to overestimate, they are progressively becoming entangled and commonly coined Internet of Medical Things (IoMT). The participating nodes in IoMT networks generate, collect and exchange huge amounts of extremely private and sensitive data. Numerous security vulnerabilities arise due to the complexity and the heterogeneity of the technology. New risks, born out of IoMT systems, cannot easily be supported by existing risk management frameworks. The existing cyber-security risk assessment methods and approaches, deployed in several organizations, will not address the IoMT inherent risks properly. This study includes a comprehensive review of IoMT systems. Popular risk assessment methods are discussed and their suitability to IoMT is dealt with in detail. Based on this study, we propose a framework to enhance trust and help with decision making in e-healthcare environments given its high-risk exposure. The proposal is based on a quantified risk assessment approach. Our aim is to define a novel approach/model for improving trust and risk management in an e-health context."
A bane or a boon? impacts of IoT cyber-defense improvement in e-commerce channel,https://link.springer.com/article/10.1007/s12063-024-00514-z,19 October 2024,"Zibin Cui, Chengming Du, You Zhao, Rui Hou, Zhonghui Ding","Manufacturers employ platforms’ IoT infrastructure services to produce IoT products and sell them through these platforms. However, consumer data stored within the IoT infrastructure is susceptible to cyber-security risks. Government regulations mandate that platforms invest in IoT cyber-defense improvements, necessitating supply chain collaboration. Motivated by this observation, this study seeks to determine when platforms should enhance IoT cyber-defense levels and assess the impact of such improvements on the e-commerce supply chain under government regulations. We develop a stylized game-theoretic model and conduct a comparative analysis to investigate firms’ equilibrium decisions. Numerical studies are also performed to validate our results. Our findings reveal that setting a higher IoT functionality level benefits manufacturers through enhanced cyber-defense. Additionally, even when the cost of cyber-defense improvement is negligible, platforms may not economically benefit from such improvements if the unit penalty is high and defense efforts are low. Finally, we find that cyber-defense improvements can generate a win-win outcome for manufacturers, platforms, and consumers when defense efforts are high and the cost of improvement is low. Our results suggest that manufacturers should invest more in IoT when cyber-security risks are effectively mitigated. Platforms must carefully weigh the penalty, defense level, and cyber-defense improvement costs in their cyber-security investments. Furthermore, to ensure that cyber-defense improvements benefit social welfare, governments are advised to judiciously set penalties, particularly when defense levels are low."
"Complex event processing for physical and cyber security in datacentres - recent progress, challenges and recommendations",https://link.springer.com/article/10.1186/s13677-022-00338-x,14 October 2022,"Khaled A. Alaghbari, Mohamad Hanif Md Saad, Aini Hussain, Muhammad Raisul Alam","A datacentre stores information and manages data access in fast and reliable manner. Failure of datacentre operation is not an option and can be catastrophic. Internet of things (IoT) devices in datacentre can automate management tasks and reduce human intervention and error. IoT devices can be used to manage many datacentre routine tasks such as monitoring physical infrastructure, updating software and configuration, monitoring network traffic, and automating alerting reports to respective authorities. The physical and cyber security of the datacentre can be handled by IoT technology by intrusion detection methods. By 2025, more than 25 billion things will be connected to the internet network, therefore massive data will be generated by different heterogeneous sources, and powerful processing engines such as complex event processing (CEP) are needed to handle such a fast and continuous stream of big data. The integration of machine learning (ML) and deep learning (DL) can enhance CEP by introducing new features such as automated rule extraction and self-healing mechanism. This study aims to provide an overview of CEP, as well as its features and potential for integration with IoT applications and ML/DL techniques. We provide a review of recent research works to highlight the capability and applicability of CEP technology to monitor physical facilities and cyber security in detail. This review also highlights several issues and challenges, and provides suggestions for future research. The highlighted insights and recommendations in this paper could raise efforts toward the development of future datacentres based on CEP technology."
A blockchain-based cyber-security for connected networks,https://link.springer.com/article/10.1007/s12083-023-01506-9,05 June 2023,"Deepak choudhary, Roop Pahuja","Both technical and commercial businesses have become increasingly interested in blockchain technology. The Internet of Things (IoT) was established out of the interconnectedness of numerous new technologies, such as wireless technology, the Internet, embedded automation systems, and micro-electromechanical devices. Manufacturing settings and activities have been successfully altered into the fourth industrial revolution, known as Industry 4.0, by applying cutting-edge technologies such as cloud computing (CC), cloud service provider (CSP), Information communication technologies (ICT), and Enterprise Model, as well as other technological advancements. Data management is characterized as acquiring data to make better business decisions; data about a corporation is processed, secured, and stored. In the early notion, there were connected contrivances and Machine-to-Machine (M2M) interactions, and transaction data is recorded on the Blockchain. Security is a challenging subject that must be carefully considered throughout a CSP's design and development phases. By focusing on such issues while taking into account the traditional characteristics of IoT/ IIoT-predicated environments, we proposed a Secure and Distributed Framework for Resource Management (SDFRM) in Industry 4.0 environments within a distributed and collaborative Industry 4.0 system, the dynamic and trust-based Distributed Management Framework (DMF) of shared resource access, in this research article. Furthermore, to offer strong privacy assurances for Access Control (AC)-equivalent actions, a privacy-preserving approach is devised and implemented into the Distributed Management Framework (DMF). Based on blockchain technology and peer-to-peer networks, the recommended DMF provides for dynamic access control and system governance without relying on third-party vulnerabilities. A privacy-preserving technique is presented and implemented into the DMF to give adequate privacy safeguards for AC-related processes. With an average throughput of 98.15 percent, our proposal exceeds the Multichannel Blockchain regarding successful storage transactions."
Output feedback adaptive inverse optimal security control for stochastic nonlinear cyber-physical systems under sensor and actuator attacks,https://link.springer.com/article/10.1007/s11071-024-10043-w,29 July 2024,"Zebin Chen, Zhaoxu Yu, Shugang Li","This paper addresses the inverse optimal security control problems for a class of stochastic non-strict feedback nonlinear cyber-physical systems under sensor and actuator attacks. The concerned system model includes both stochastic disturbances and more general nonlinearity. First, to make the control design feasible, a linear state transformation is applied to the attacked system. Furthermore, in the process of backstepping design, based on the Nussbaum gain function formula, fuzzy logic system approximation method, and inverse optimal control theory, combing the available output signal, an output feedback inverse optimal controller is proposed. Specifically, the designed controller not only ensures that the system is secure under network attacks but also optimal in terms of the cost function. Finally, two physical examples are given to verify the effectiveness of the proposed control scheme in various network attacks."
Reliability model of the security subsystem countering to the impact of typed cyber-physical attacks,https://link.springer.com/article/10.1038/s41598-022-17254-4,27 July 2022,"Viacheslav Kovtun, Ivan Izonin, Michal Gregus","The article's main contribution is the description of the process of the security subsystem countering the impact of typed cyber-physical attacks as a model of end states in continuous time. The input parameters of the model are the flow intensities of typed cyber-physical attacks, the flow intensities of possible cyber-immune reactions, and the set of probabilities of neutralization of cyber-physical attacks. The set of admissible states of the info-communication system is described taking into account possible variants of the development of the modeled process. The initial parameters of the model are the probabilities of the studied system in the appropriate states at a particular moment. The dynamics of the info-communication system's life cycle are embodied in the form of a matrix of transient probabilities. The mentioned matrix connects the initial parameters in the form of a system of Chapman's equations. The article presents a computationally efficient concept based on Gershgorin's theorems to solve such a system of equations with given initiating values. Based on the presented scientific results, the article proposes the concept of calculating the time to failure as an indicator of the reliability of the info-communication system operating under the probable impact of typical cyber-physical attacks. The adequacy of the model and concepts presented in the article is proved by comparing a statically representative amount of empirical and simulated data. We emphasize that the main contribution of the research is the description of the process of the security subsystem countering the impact of typed cyber-physical attacks as a model of end states in continuous time. Based on the created model, the concept of computationally efficient solution of Chapman's equation system based on Gershgorin's theorems and calculating time to failure as an indicator of the reliability of the info-communication system operating under the probable impact of typed cyber-physical attacks are formalized. These models and concepts are the highlights of the research."
Blockchain-based multi-organizational cyber risk management framework for collaborative environments,https://link.springer.com/article/10.1007/s10207-023-00788-7,13 December 2023,"Habib El Amin, Lina Oueidat, Maroun Chamoun, Abed Ellatif Samhat, Antoine Feghali","Along with the increasing damage of cyberattacks, cyber risk management remains one of the most crucial proactive measures. Risk management aims to identify potential risks, evaluate their attributes, and implement countermeasures to reduce their damages. The cyber security industry and the research literature have established frameworks and platforms for cyber risk management. However, a risk management framework is required to ensure a practical and secure service for multiple collaborating organizations. In this paper, we overview numerous risk management frameworks and platforms established for various sectors. Then, we investigate the security issues facing the established platforms. After that, we propose a decentralized framework for cyber risk management using blockchain technology in order to serve multiple organizations including governmental ones. In addition, we present a proof of concept implementation using Hyperledger Fabric."
Social botnets and the challenges of cyber situation awareness,https://link.springer.com/article/10.1007/s43681-024-00530-6,14 August 2024,Shashank Yadav,"As security communities brace for the emerging social automation based threats, we examine the mechanisms of developing situation awareness in cyberspace and the governance issues that social botnets bring into these. We point out that an organisation’s situation awareness in cyberspace is a phenomena fundamentally distinct from the original conception of situation awareness, requiring continuous data exchange and knowledge management where the standard orchestration mechanisms require significant policy attention in light of the AI-driven automation of social engineering operations. We conceptualise cyber situation awareness as a socio-technical phenomena with Syntactic, Semantic, and Operatic dimensions—each subject to a number of stressors which are exacerbated under the growing threat of Malicious Social Automation in cyber security environments. The article further contributes to the ideas of developing situational awareness in cyberspace as being essentially a knowledge management exercise and characterises the threat data governance challenges therein to address the increasingly social and often pervasive automation in our digital societies."
Military Computing Security: Insights and Implications,https://link.springer.com/article/10.1007/s40031-024-01136-6,21 August 2024,"Kavita Sahu, Rajeev Kumar, R. K. Srivastava, A. K. Singh","In an era of heightened technological dependence in military operations, safeguarding the security of military computing systems is of paramount importance. Military organizations require real-time threat detection and predictive analytics capabilities to mitigate cyber threats effectively. In this context, the current paper discusses comprehensive strategies for military computing security, presenting informative content that includes 9 security characteristics classified into cyber, physical, and insider domains, along with 20 security approaches featuring descriptions, benefits, and challenges, and highlighting 24 security challenges in military contexts. Furthermore, this paper introduces an integrated framework for securing military computing, presenting a comprehensive strategy designed to address the multifaceted challenges of cybersecurity in military contexts. The framework outlines ten steps that provide guidelines for implementing robust security measures. By combining various security measures, such as network segmentation, advanced encryption, access control, and threat intelligence integration, the framework proposed in this work aims to create a resilient defence against evolving cyber threats. The validation of the proposed framework includes a comparison with previous military security frameworks, demonstrating a positive impact. Through an in-depth examination of each component, this research work seeks to provide military leaders, cybersecurity experts, and policymakers with valuable insights for protecting national security interests in the digital age, contributing to ongoing efforts to fortify military computing systems against cyber adversaries."
Cyber-XAI-Block: an end-to-end cyber threat detection & fl-based risk assessment framework for iot enabled smart organization using xai and blockchain technologies,https://link.springer.com/article/10.1007/s11042-024-20059-4,11 September 2024,"Omar Abboosh Hussein Gwassi, Osman Nuri Uçan, Enrique A. Navarro","The growing integration of the Internet of Things (IoT) in smart organizations is increasing the vulnerability of cyber threats, necessitating advanced frameworks for effective threat detection and risk assessment. Existing works provide achievable results but lack effective solutions, such as detecting Social Engineering Attacks (SEA). Using Deep Learning (DL) and Machine Learning (ML) methods whereas they are limited to validating user behaviors. Like high false positive rates, attack reoccurrence, and increases in numerous attacks. To overcome this problem, we use explainable (DL) techniques to increase cyber security in an IoT-enabled smart organization environment. This paper firstly, implements Capsule Network (CapsNet) to process employee fingerprints and blink patterns. Secondly, the Quantum Key Secure Communication Protocol (QKSCP) was also used to decrease communication channel vulnerabilities like Man In The Middle (MITM) and reply attacks. After Dual Q Network-based Asynchronous Advantage Actor-Critic algorithm DQN-A3C algorithm detects and prevents attacks. Thirdly, employed the explainable DQN-A3C model and the Siamese Inter Lingual Transformer (SILT) transformer for natural language explanations to boost social engineering security by ensuring the Artificial Intelligence (AI) model and human trustworthiness. After, we built a Hopping Intrusion Detection & Prevention System (IDS/IPS) using an explainable Harmonized Google Net (HGN) model with SHAP and SILT explanations to appropriately categorize dangerous external traffic flows. Finally, to improve global, cyberattack comprehension, we created a Federated Learning (FL)-based knowledge-sharing mechanism between Cyber Threat Repository (CTR) and cloud servers, known as global risk assessment. To evaluate the suggested approach, the new method is compared to the ones that already exist in terms of malicious traffic (65 bytes/sec), detection rate (97%), false positive rate (45%), prevention accuracy (98%), end-to-end response time (97 s), recall (96%), false negative rate (42%) and resource consumption (41). Our strategy's performance is examined using numerical analysis, and the results demonstrate that it outperforms other methods in all metrics."
A review on cyber security named entity recognition,https://link.springer.com/article/10.1631/FITEE.2000286,16 September 2021,"Chen Gao 
            (高宸), Xuan Zhang 
            (张璇), Mengting Han 
            (韩梦婷), Hui Liu 
            (刘会)","With the rapid development of Internet technology and the advent of the era of big data, more and more cyber security texts are provided on the Internet. These texts include not only security concepts, incidents, tools, guidelines, and policies, but also risk management approaches, best practices, assurances, technologies, and more. Through the integration of large-scale, heterogeneous, unstructured cyber security information, the identification and classification of cyber security entities can help handle cyber security issues. Due to the complexity and diversity of texts in the cyber security domain, it is difficult to identify security entities in the cyber security domain using the traditional named entity recognition (NER) methods. This paper describes various approaches and techniques for NER in this domain, including the rule-based approach, dictionary-based approach, and machine learning based approach, and discusses the problems faced by NER research in this domain, such as conjunction and disjunction, non-standardized naming convention, abbreviation, and massive nesting. Three future directions of NER in cyber security are proposed: (1) application of unsupervised or semi-supervised technology; (2) development of a more comprehensive cyber security ontology; (3) development of a more comprehensive deep learning model."
Cyber threat intelligence: existing benefits and challenges for law firms and businesses,https://link.springer.com/article/10.1365/s43439-024-00117-1,05 April 2024,"Fabian M. Teichmann, Sonia R. Boticiu","Globally, cyber threats have increased both in frequency and sophistication. For this reason, companies and law firms alike need to respond by gaining as much information as possible about threats and how they can adapt their response and detection tactics to create an effective and secure environment. Cyber threat intelligence (CTI) can be used by organizations to help security teams protect their networks against cyber-attacks. This study therefore aims to provide a more detailed understanding of what CTI is and highlight the value it can provide to an organization. It also identifies several issues and challenges related to data quality and the CTI sharing platform. The key contribution of this study is that it can help law firms and businesses improve their preparedness before adopting such a function and better understand the CTI approach in order to make informed decisions in this regard."
Audio Transmission Based on Hybrid Crypto-steganography Framework for Efficient Cyber Security in Wireless Communication System,https://link.springer.com/article/10.1007/s11042-023-17921-2,12 July 2024,Mai Helmy,"Wireless systems enable people in last decades to communicate and access applications and information without wires, which provided better image, audio and video transmitting with progressive needing for information security research. In a digital world, Cryptography and steganography are both intended to protect information from unwanted hackers. Both are excellent suggestion which are applied within different multiple layers of data security. Steganography is the type of security which used to hide the user data into a cover medium while observing the least possible statistical detectability. Cryptography is a schedule in which the data is decoded into encrypted form and distributes them, so both are used to assure security and privacy. But each of them needs to satisfy added properties such as robustness, un-detectability and capacity etc."
Enhancing IoT cyber attacks intrusion detection through GAN-based data augmentation and hybrid deep learning models for MQTT network protocol cyber attacks,https://link.springer.com/article/10.1007/s10586-024-04752-5,04 November 2024,"Hayette Zeghida, Mehdi Boulaiche, Ramdane Chikh, Alwi M. Bamhdi, Ana Luiza Bessa Barros, Djamel Zeghida, Ahmed Patel","In the evolving digital landscape, interconnected IoT networks are expanding fast. However, essential security measures are often lacking, which makes it vulnerable to cyber threats. Intrusion Detection Systems (IDSs) are crucial in combating these threats, but IDSs in the IoT domain face significant challenges; one of them is the existence of imbalanced data, where attack activities are underrepresented compared to normal activities. This becomes a problem when handling Machine Learning (ML) tasks to improve the system’s intrusion detection ability. This paper presents a novel solution by leveraging Generative Adversarial Networks (GANs) to create balanced datasets. Unlike traditional methods, our approach generates high-quality synthetic samples that maintain the intricate characteristics of the data, making it possible to improve detection accuracy. Additionally, we introduce three specialized IDSs designed to detect attacks on the lightweight Message Queuing Telemetry Transport (MQTT) protocol, utilizing hybrid Deep Learning (DL) algorithms (CNN-RNN, CNN-LSTM, and CNN-GRU). Experimental results, using a combination of both the original MQTT dataset and a newly generated dataset through GANs, demonstrate the better performance of the generated datasets in multi-class classification. This performance highlights the effectiveness of our GAN-based approach in improving detection accuracy at the same time that it reduces false positives. The ultimate objective is to develop an autonomous system tailored to safeguard IoT environments, providing a robust and adaptable solution to emerging cyber threats."
Adequate responses to cyber-attacks,https://link.springer.com/article/10.1365/s43439-024-00116-2,04 April 2024,"Fabian M. Teichmann, Sonia R. Boticiu","Cybersecurity has become a prominent issue for companies in all sectors. Businesses need to ensure that they have taken the necessary measures and have methodically prepared for a cybersecurity incident. The impact of a cyber-attack can be significantly reduced by a company’s ability to react quickly to unexpected events. This article aims to highlight ways to reduce the likelihood and impact of a cyber-attack and provide a clear understanding of the critical steps and appropriate responses to such attacks. Even though cyber risk has become one of the most critical operational risks for firms, the literature has not yet sufficiently addressed the practical ways companies can reduce exposure and mitigate these risks. Therefore, this article contributes to the literature by providing immediate steps that organizations should take in three possible situations, before, during, and after a cyber-attack."
The evolution of ransomware attacks in light of recent cyber threats. How can geopolitical conflicts influence the cyber climate?,https://link.springer.com/article/10.1365/s43439-023-00095-w,13 July 2023,"Fabian Teichmann, Sonia R. Boticiu, Bruno S. Sergi","This article aims to analyze the current unpredictable cyber climate. In particular, Russia’s invasion of Ukraine has heightened concerns about security incidents, and ransomware attacks have become a credible threat to businesses around the world. Ransomware attackers often target large companies or companies holding sensitive data, and companies have suffered significant losses in monetary terms and business opportunities. The main research methodology used for this study is desk research. Specifically, an extensive literature review was conducted on the latest trends in ransomware and geopolitical conflict in order to provide an overview of the current cyber climate in light of recent events. We contribute to the literature by investigating recent ransomware attacks, focusing on how the ransom is paid, how the money is transferred to the criminals, how the cryptocurrencies might be recovered, and how sustainability and cybersecurity are linked. These issues have yet to be sufficiently debated amid the latest events in Ukraine and the ransomware gangs’ involvement in geopolitical conflicts. This study provides researchers with a means of assessing vulnerabilities, revealing a path for intended research."
An intelligent dynamic cyber physical system threat detection system for ensuring secured communication in 6G autonomous vehicle networks,https://link.springer.com/article/10.1038/s41598-024-70835-3,05 September 2024,"Shanthalakshmi M, Ponmagal R S","Smart cities have developed advanced technology that improves people’s lives. A collaboration of smart cities with autonomous vehicles shows the development towards a more advanced future. Cyber-physical system (CPS) are used blend the cyber and physical world, combined with electronic and mechanical systems, Autonomous vehicles (AVs) provide an ideal model of CPS. The integration of 6G technology with Autonomous Vehicles (AVs) marks a significant advancement in Intelligent Transportation Systems (ITS), offering enhanced self-sufficiency, intelligence, and effectiveness. Autonomous vehicles rely on a complex network of sensors, cameras, and software to operate. A cyber-attack could interfere with these systems, leading to accidents, injuries, or fatalities. Autonomous vehicles are often connected to broader transportation networks and infrastructure. A successful cyber-attack could disrupt not only individual vehicles but also public transportation systems, causing widespread chaos and economic damage. Autonomous vehicles communicate with other vehicles (V2V) and infrastructure (V2I) for safe and efficient operation. If these communication channels are compromised, it could lead to collisions, traffic jams, or other dangerous situations. So we present a novel approach to mitigating these security risks by leveraging pre-trained Convolutional Neural Network (CNN) models for dynamic cyber-attack detection within the cyber-physical systems (CPS) framework of AVs. The proposed Intelligent Intrusion Detection System (IIDS) employs a combination of advanced learning techniques, including Data Fusion, One-Class Support Vector Machine, Random Forest, and k-Nearest Neighbor, to improve detection accuracy. The study demonstrates that the EfficientNet model achieves superior performance with an accuracy of up to 99.97%, highlighting its potential to significantly enhance the security of AV networks. This research contributes to the development of intelligent cyber-security models that align with 6G standards, ultimately supporting the safe and efficient integration of AVs into smart cities."
Retaliating against cyber-attacks: a decision-taking framework for policy-makers and enforcers of international and cybersecurity law,https://link.springer.com/article/10.1365/s43439-024-00113-5,27 March 2024,"Sozon Leventopoulos, Kosmas Pipyros, Dimitris Gritzalis","Cyber warfare is a reality taking on increasing importance. Governments, state-sponsored actors, and non-state sponsored actors have used cyber-attacks as the “weapon of choice” due to their specific characteristics. Cyber-attacks can be highly targeted and focused, even tailored to a specific unit or system, providing limited to no physical destruction (unlike a cruise missile) and potentially resulting in no loss of life. There are several incident response frameworks and approaches that an organization can implement to enhance its security posture. Usually, these will address specific adverse events such as computer security incidents, which in turn are limited in scope and coverage, typically within an organization. Nations have made limited effort in confronting severe cyber-attacks targeting and/or threatening them, as well as in preventing these attacks from being launched. In this work, we identify and discuss a decision-taking framework that may allow state actors to adopt new options against severe cyber-attacks, not always complying with international norms. Such options are neither encouraged nor supported. On the contrary, we discuss them so that the international community is made aware of such potential frameworks. More specifically, by defining clear thresholds, roles, and responsibilities, by introducing a structured chain of command, and by identifying the potential of certain actions, policy makers can recognize an extended decision space that may lead to unpredictable deterrence options against cyber-attacks."
