Title,URL,Date Published,Authors,Abstract
"Behind the Huawei sanction: national security, ideological prejudices or something else?",https://link.springer.com/article/10.1365/s43439-024-00112-6,04 March 2024,Qingxiu Bu,"Digital supremacy is fundamental to national security and global economic competitiveness. An imperative of protecting critical information infrastructure (CII) is the theoretical basis for cybersecurity policies. The cyber competition has the potential to reshape global tech supply chains and international economic governance. The winner will make standards and rules that can take the most advantage of a first mover. The assumption that governments across jurisdictions embrace similar policies, regardless of their ideologies, is not a paradoxical proposition any more in the time of globalisation 2.0. Both the US and China use law enforcement power to advance their national strategic interests. The imposition of sanctions against Huawei is an epitome of the current US–China cyber competition game far beyond the mere economic scenario. This study seeks to explore whether the unilateral approaches would be well justified in a new normal of the decoupling era and how to establish a viable global cyber governance regime."
"Robotics cyber security: vulnerabilities, attacks, countermeasures, and recommendations",https://link.springer.com/article/10.1007/s10207-021-00545-8,19 March 2021,"Jean-Paul A. Yaacoub, Hassan N. Noura, Ola Salman, Ali Chehab","The recent digital revolution led robots to become integrated more than ever into different domains such as agricultural, medical, industrial, military, police (law enforcement), and logistics. Robots are devoted to serve, facilitate, and enhance the human life. However, many incidents have been occurring, leading to serious injuries and devastating impacts such as the unnecessary loss of human lives. Unintended accidents will always take place, but the ones caused by malicious attacks represent a very challenging issue. This includes maliciously hijacking and controlling robots and causing serious economic and financial losses. This paper reviews the main security vulnerabilities, threats, risks, and their impacts, and the main security attacks within the robotics domain. In this context, different approaches and recommendations are presented in order to enhance and improve the security level of robotic systems such as multi-factor device/user authentication schemes, in addition to multi-factor cryptographic algorithms. We also review the recently presented security solutions for robotic systems."
A review of digital twins and their application in cybersecurity based on artificial intelligence,https://link.springer.com/article/10.1007/s10462-024-10805-3,10 July 2024,"Mohammadhossein Homaei, Óscar Mogollón-Gutiérrez, José Carlos Sancho, Mar Ávila, Andrés Caro","The potential of digital twin technology is yet to be fully realised due to its diversity and untapped potential. Digital twins enable systems’ analysis, design, optimisation, and evolution to be performed digitally or in conjunction with a cyber-physical approach to improve speed, accuracy, and efficiency over traditional engineering methods. Industry 4.0, factories of the future, and digital twins continue to benefit from the technology and provide enhanced efficiency within existing systems. Due to the lack of information and security standards associated with the transition to cyber digitisation, cybercriminals have been able to take advantage of the situation. Access to a digital twin of a product or service is equivalent to threatening the entire collection. There is a robust interaction between digital twins and artificial intelligence tools, which leads to strong interaction between these technologies, so it can be used to improve the cybersecurity of these digital platforms based on their integration with these technologies. This study aims to investigate the role of artificial intelligence in providing cybersecurity for digital twin versions of various industries, as well as the risks associated with these versions. In addition, this research serves as a road map for researchers and others interested in cybersecurity and digital security."
"This is how they tell me the world ends: the cyber weapons arms race, by Nicole Perlroth, 2020. New York: Bloomsbury publishing. ISBN 978-1526629852, 512 pages",https://link.springer.com/article/10.1057/s42984-021-00035-0,12 August 2021,Danny Steed,Abstract Not Available
"The regulatory intersections between artificial intelligence, data protection and cyber security: challenges and opportunities for the EU legal framework",https://link.springer.com/article/10.1007/s00146-020-01125-5,02 January 2021,"Jozef Andraško, Matúš Mesarčík, Ondrej Hamuľák","The presented paper focuses on the analysis of strategic documents at the level of the European Union (EU) concerning the regulation of artificial intelligence as one of the so-called disruptive technologies. In the first part of the article, we outline the basic terminology. Subsequently, we focus on the summarizing and systemizing of the key documents adopted at the EU level in terms of artificial intelligence regulation. The focus of the paper is devoted to issues of personal data protection and cyber security included in these strategic documents. The final part contains recommendations for future research and evaluation of its key features."
Cyber Law Terminology as a New Lexical Field in Legal Discourse,https://link.springer.com/article/10.1007/s11196-020-09690-0,03 March 2020,"Sigita Rackevičienė, Liudmila Mockienė","The cyber domain is one of the newest and most rapidly evolving fields of knowledge which has led to the development of a new area of law—cyber law, that regulates the use of the Internet and activities performed over the Internet and other networks. The cyber domain is particularly dynamic: new concepts are constantly developed and need new terminological designations, which in turn need new counterparts in other languages. Formation of these designations and their counterparts often raises terminological issues that are important to deal with in order to develop a coherent system of the cyber domain terms. The given paper focuses on the terminology that includes the lexical itemcyberwhich may be considered as the main signifier of the cyber domain indicating its specific nature. The aim of the paper is threefold: to analyse the origin and development of the lexical itemcyber, to investigate conceptual categories of the EU legislation terminology that includes the lexical itemcyberand to establish the Lithuanian counterparts that are used for translation of the lexical itemcyberin the Lithuanian equivalents of the English terms. For the purposes of the study, the ad hoc English and Lithuanian corpora of the EU legislative documents were compiled. Corpus-driven methodology was used to extract and investigate the terminology used in the corpora. The results of the research are believed to provide useful information to learners and teachers of the legal language and legal translation, as well as drafters of legislative and administrative documents and other professionals engaged in cybersecurity matters."
"Human digital twins unlocking Society 5.0? Approaches, emerging risks and disruptions",https://link.springer.com/article/10.1007/s10676-024-09787-1,12 August 2024,"Catarina Fontes, Dino Carpentras, Sachit Mahajan","Industry 5.0 and Healthcare 5.0 converge towards a human centered society, having technological advancement as a lever. In Society 5.0, decentralized autonomous cities and a convergence of physical and cyberspace are the foundations of the new chapter of society’s development. The idea of creating digital replicas and legitimate representatives of human beings in cyberspace has become a pillar of digitalization. Society 5.0 introduces Human Digital Twins as a central element of Cyber Physical Systems that include human factors or are designed to interact with humans in a personalized fashion. Overall, the HDT and neighboring concepts are applied to depict how humans can be represented in a cyberspace. However, there are clear challenges in determining which human characteristics should take precedence, how much autonomy should be granted to HDTs to optimize their functionality and how to conceptualize the digital environment in which HDTs interact with various entities, including other digital agents and stakeholders with agency and decisional power. To harness similarities and differences of current approaches, we propose a classification of HDTs based on meta-characteristics and ethical implications. We discuss ethical implication by focusing on emerging risks and paradigm shifts and anchor the previous discussion in the vision for Society 5.0, questioning whether societal development relying on disruptive technologies, instead of leading to more human-centered societies might be driving humanized societies away from humanity."
An overview of cybercrime law in South Africa,https://link.springer.com/article/10.1365/s43439-023-00089-8,02 June 2023,"Sizwe Snail ka Mtuze, Melody Musoni","The COVID-19 pandemic has accelerated the uptake and use of information communication technologies and led to the digital transformation of different sectors of the economy. For South Africa, the COVID-19 pandemic struck at a time when the South African government had committed itself to leveraging technology for the benefit of its citizens, the private sector, and the public sector. By 2020, South Africa already had in place enabling policy and legal frameworks to assist with the regulation of activities taking place in cyberspace. The increase in broadband access has resulted in the increase of internet users. Due to increase in use of digital technologies and processing of personal data, there has been an increase in cyber-attacks and cybercrimes such as data breaches, identity theft and cyber fraud. Several South African based companies, state owned entities, government departments and citizens have been victims of cyber-attacks. To respond to the growing spectre of cybercrime, the South African government promulgated laws to supplement the existing legal framework. It also operationalised some of the laws which had been passed but had not yet come into operation. This paper gives a summary of the evolution of cybercrime laws in South Africa. It starts off by summarising how common law and the Electronic Communications and Transactions Act addressed cybercrime. The paper then proceeds to discuss the recently promulgated Cybercrimes Act, which is now the primary law criminalising certain online activities. It explores how the various provisions of the Cybercrimes Act address different types of cybercrimes known today. This discussion is aimed at demonstrating that South Africa is no longer a safe haven for cybercriminals."
Commentary: Who Are You When the Hot War Strikes? A Teacher? A Youth Researcher? An Activist? A Scared Human?,https://link.springer.com/article/10.1007/s43151-023-00095-x,01 June 2023,Maria Murumaa-Mengel,"It is crucially important, before I even begin writing anything else, to emphasize that I am an Estonian and I live in Estonia, a small country situated next to Russia. Although we live in a constant state of psychological warfare, strategic information disorder, and intimidation, I can sleep every night without fear of bombs hitting my house or hordes of violent soldiers brutally attacking my hometown. This article is written from a position of privilege that many Ukrainians do not currently have. A Ukrainian could probably write a more valuable article on this topic. Nevertheless, I stumbled upon valuable research data (54 social media disconnection diaries from February to March 2022) and, here, discuss the entanglements of different roles in academia, teaching, and working with young people. I unwrap the role conflicts I experienced as a youth researcher, teacher, activist, and human and offer a frame of analysis from research on coping strategies and stress responses. I hope it is useful for readers in similar entanglements (https://supportukrainenow.org/)."
Port cyberattacks from 2011 to 2023: a literature review and discussion of selected cases,https://link.springer.com/article/10.1057/s41278-023-00276-8,06 December 2023,Chalermpong Senarak,"Cyberattacks pose a significant threat to seaports worldwide. While numerous scholars have endeavored to address these threats, their findings are often limited in practicality, applying to only a few ports. This paper aims to contribute to the extant literature by presenting and discussing 15 case studies of port cyberattacks that occurred from 2011 to 2023. These cases encompass six instances in Europe, six in America, two in Asia, and one in Africa. The study employs a twofold methodology, consisting of a comprehensive literature review and a personal assessment. Several key insights emerge. First, two primary motivations drive port cyberattacks: (a) the demand for ransom payments and (b) the desire to cause severe disruptions. Second, ransomware was the most common threat used to extort payments, followed by malware and DDoS attacks, which aimed to inflict operational disruption. Third, weaknesses in cybersecurity procedures and a lack of awareness among staff members emerged as significant contributors to cyber vulnerabilities. Forth, ports that quickly detected threats and implemented response measures were able to minimize operational impacts, ensuring the swift resumption of services and the maintenance of service continuity. Fifth, collaborative efforts with external partners and officials expedited response and recovery processes by facilitating threat investigation and solution identification. In light of these findings, it becomes imperative for all ports to develop comprehensive cyber disaster management plans, covering four key phases: preparedness, response, recovery, and mitigation. These plans should encompass three critical aspects of cybersecurity hygiene: human factors, procedural improvements, and infrastructure enhancements. Such practices are instrumental in bolstering a port’s resilience and mitigating the risks associated with cyberattacks."
Artificial intelligence (AI) cybersecurity dimensions: a comprehensive framework for understanding adversarial and offensive AI,https://link.springer.com/article/10.1007/s43681-024-00427-4,15 February 2024,"Masike Malatji, Alaa Tolah","As Artificial Intelligence (AI) rapidly advances and integrates into various domains, cybersecurity emerges as a critical field grappling with both the benefits and pitfalls of AI technologies. This paper explores the multifaceted dimensions of AI-driven cyberattacks, offering insights into their implications, mitigation strategies, underlying motivations, and profound societal impacts. The research centres on developing and presenting the AI Cybersecurity Dimensions (AICD) Framework, a comprehensive, multidimensional schema designed to guide academics, policymakers, and industry professionals in understanding and combating the evolving challenges posed by AI-driven cyber threats. The research unveils the complex dynamics of offensive AI, stressing the need for adaptive defences and ethical considerations. Concurrently, the study highlights adversarial AI threats, calling for proactive measures to address their potential ramifications. Through rigorous textual analyses and extensive literature reviews, the paper underscores the urgency for interdisciplinary approaches to bridge the technology-humanity chasm traditionally observed in cybersecurity discussions. By synthesising these diverse elements, the AICD Framework emerges as an instrumental tool for holistic understanding and practical interventions in the AI-infused cybersecurity landscape. The paper concludes with an urgent call for collaborative efforts in research and practice to navigate the intricate challenges and capitalise on the opportunities borne from the convergence of AI and cybersecurity."
The financials of cybercrime: a health insurance pricing approach,https://link.springer.com/article/10.1007/s42786-022-00039-8,27 April 2022,"Thomas Poufinas, Nikolaos Vordonis","The expansion of information technology in everyday reality through the spread of social networks and mobile devices, emerging technologies -such as cloud services and the internet of things, has led to increased vulnerability for individuals and businesses. Individuals can suffer fraud, identity theft, embarrassment and distress when critical information (such as financial or sensitive personal data) is compromised or even publicly revealed, as a result of a cybercrime. The increase of cyber-risks impacts both individuals and entities, such as businesses and governments and renders cyber-insurance -on top of other cyber security means- more necessary with the passage of time. In this paper, it is assumed that multiple cyber-incidents are possible during the (digital) life of an individual. They resemble to illness that can affect the physical life of an individual. Illness as opposed to fatality—which has been used in research so far- can occur several times within the lifetime of an individual and the same can happen during his or her digital life, as he or she may suffer several cyber-attacks (digital illnesses) and yet digitally survive. This study mimics physical illness insurance-based actuarial pricing techniques to evaluate the cost for offering financial protection against multiple cyber-attacks, in a way similar to that of pricing health insurance. Consequently, this approach further advances the research on cyber insurance valuation and development. It can be a valuable pricing tool for the interested parties and targeted audience, as is helps estimate the residual risk left after technological cyber-security safety-nets have been used."
A History of Malaria and Conflict,https://link.springer.com/article/10.1007/s00436-024-08167-4,20 March 2024,Jonas E. Mertens,"It is supposed that in all armed conflicts until World War II more humans died of infectious diseases than of the actual violence. Especially malaria left a crucial imprint on wars throughout history. The disease aggravates wartime conditions, is thus responsible for significant morbidity and mortality in conflict zones, and is at the same time more commonly found in these areas. Malaria has halted many military campaigns in the past, with prominent examples ranging from antiquity through the medieval period and into the modern era. The parasitosis still continues to play an important role in the outcome of warfare and follow-up events today and is of special public health importance in areas of the Global South, where most of its endemicity and some of the most brutal conflicts of our time are located. Vice versa, wars and ensuing population movements increase malaria transmission and morbidity as well as impede control efforts. Awareness of this and the development of strategies to overcome both malaria and wars will massively improve the well-being of the population affected."
Security for cyber-physical systems: Secure control against known-plaintext attack,https://link.springer.com/article/10.1007/s11431-020-1621-y,06 July 2020,"Ye Yuan, YiLin Mo","There has been a surge of interests in the security of cyber-physical systems (CPSs), yet it is commonly assumed that the adversary has a full knowledge of physical system models. This paper argues that such an unrealistic assumption can be relaxed: the adversary might still be able to identify the system model by passively observing the control input and sensory data. In such a setup, the attack with knowledge of input-output data can be categorized as a Known-Plaintext Attack. A necessary and sufficient condition has been provided, under which the adversary can uniquely obtain the knowledge of the underlying physical system. From the defender’s perspective, a secure controller design—which exhibits a low rank structure—is proposed which renders the system unidentifiable to the adversary, while trading off the control system’s performance. Finally, a numerical example has been provided to demonstrate the effectiveness of the proposed secure controller design."
Adopting AI: how familiarity breeds both trust and contempt,https://link.springer.com/article/10.1007/s00146-023-01666-5,12 May 2023,"Michael C. Horowitz, Lauren Kahn, Julia Macdonald, Jacquelyn Schneider","Despite pronouncements about the inevitable diffusion of artificial intelligence and autonomous technologies, in practice, it is human behavior, not technology in a vacuum, that dictates how technology seeps into—and changes—societies. To better understand how human preferences shape technological adoption and the spread of AI-enabled autonomous technologies, we look at representative adult samples of US public opinion in 2018 and 2020 on the use of four types of autonomous technologies: vehicles, surgery, weapons, and cyber defense. By focusing on these four diverse uses of AI-enabled autonomy that span transportation, medicine, and national security, we exploit the inherent variation between these AI-enabled autonomous use cases. We find that those with familiarity and expertise with AI and similar technologies were more likely to support all of the autonomous applications we tested (except weapons) than those with a limited understanding of the technology. Individuals that had already delegated the act of driving using ride-share apps were also more positive about autonomous vehicles. However, familiarity cut both ways; individuals are also less likely to support AI-enabled technologies when applied directly to their life, especially if technology automates tasks they are already familiar with operating. Finally, we find that familiarity plays little role in support for AI-enabled military applications, for which opposition has slightly increased over time."
How to witness a drone strike,https://link.springer.com/article/10.1057/s42984-022-00048-3,29 September 2022,Michael Richardson,"Witnessing is crucial to public engagement with war, but the remote violence of drones presents distinct challenges: its victims are largely invisible to Western publics; operations are cloaked in secrecy; and promises of precision targeting, accurate surveillance, and legal monitoring obscure the brutalities of the system. With so many barriers to witnessing, remote warfare tends to remain on the periphery of political debate and has not occasioned widespread resistance. Yet the means for witnessing drone warfare exist; the question is how they might be leveraged to make remote war more accessible and contestable. This article analyses the high-profile drone strike that killed 10 civilians in Kabul on 29 August 2021 to consider the limits and possibilities of witnessing drone strikes, alongside the database of conflict monitor Airwars and the aesthetic practice of the research agency Forensic Architecture. It argues that witnessing drone strikes requires assembling new conceptual techniques with long-standing practices of media witnessing and human rights testimony. It is not a manual or primer but rather maps four critical, analytical, and ethico-political trajectories demanded by the problem of how to witness a drone strike: lived experiences, violent mediations, infrastructural scales, and aesthetics."
"International law is dead, long live international law: the state practice of drone strikes",https://link.springer.com/article/10.1057/s41311-021-00333-0,02 September 2021,Amelie Theussen,"New means and methods of war such as remote warfare by drones—the focus of this special issue—challenge international law, as there no longer exists agreement between states regarding the rules regulating the use of force. The existing legal norms are interpreted in widely diverging manners and seemingly put aside if not in the interest of the state in question. Yet, this article argues that, taking a closer look at the state practice of drone strikes beyond the paradigmatic case of the USA, the demise of international legal norms regulating the use of force seems overstated. Instead, the analysis reveals that the international laws addressing the use of force and means and methods of warfare are not as dead as the general discourse asserts, and can still serve to regulate state action."
Trends of cybercrime from 2001 to 2021: cybersecurity action plan for Papua New Guinea,https://link.springer.com/article/10.1007/s44282-023-00007-7,28 September 2023,Olugbenga Ige,"Information and Communication Technologies (ICTs) and by extension the Internet, have brought immense sociological transformations to humanity. Despite the development the Internet has brought to humanity, the Government of Papua New Guinea (GoPNG) has not lost sight of the fact that the use of ICTs and other related supporting devices are fraught with cybercrime and cyber insecurities that constitute challenges to global law enforcement agencies in PNG and other nations of the world. This paper reports the trends on victims of cybercrimes from 2001 to 2021 and presents an action plan for PNG. The data analysed in this study was explicated from the Internet crime reports published by the Federal Bureau of Investigation and National White Collar Crime Center (IC3). The data were analysed using descriptive statistics and XGraph component of the Statistical Package for Social Sciences’ Population Pyramid. The results confirmed that the number of Internet users that were defrauded increased exponentially from 2016 to 2021. Results from the data explicated from the World Bank on Internet use, revealed that the population of Internet users in PNG and Australia will increase at a minimum rate of 1% to 2% for the next few years. These findings suggest that cybercrimes will be on the rise as the number of Internet users increase at 1% to 2% in PNG and Australia in the next few years. The findings present appropriate strategies to address the incidences of cybercrimes in PNG."
Open-source intelligence and great-power competition under mediatization,https://link.springer.com/article/10.1057/s41284-024-00446-0,12 September 2024,Jiaxi Zhou,"With the rise of mediatization, open-source intelligence (OSINT) has evolved into a decentralized form of intelligence gathering, influenced by both political and commercial logic. This transformation has positioned social media as a primary source of OSINT, enhancing the capabilities of non-state actors and significantly impacting international politics, particularly in the realm of great-power competition. Through an analysis spanning individual, state, and systemic levels, this article examines OSINT’s role in shaping contemporary international politics. By exploring case studies such as the Russo-Ukrainian War, Israel-Hamas War, and strategic competition between China and the United States, this article illuminates how OSINT influences decision-making processes and global power struggles and contributes to a deeper understanding of the evolving landscape of intelligence and its implications for statecraft."
Why converging technologies need converging international regulation,https://link.springer.com/article/10.1007/s10676-024-09756-8,28 February 2024,"Dirk Helbing, Marcello Ienca","Emerging technologies such as artificial intelligence, gene editing, nanotechnology, neurotechnology and robotics, which were originally unrelated or separated, are becoming more closely integrated. Consequently, the boundaries between the physical-biological and the cyber-digital worlds are no longer well defined. We argue that this technological convergence has fundamental implications for individuals and societies. Conventional domain-specific governance mechanisms have become ineffective. In this paper we provide an overview of the ethical, societal and policy challenges of technological convergence. Particularly, we scrutinize the adequacy of domain-specific governance mechanisms in the face of such integrated technologies and highlight their growing ineffectiveness. Furthermore, we propose a comprehensive governance framework that is anticipatory, inclusive, and resilient. Central to this framework is the principle of participatory governance, which calls for a proactive engagement of all stakeholders, including those from marginalized and vulnerable populations, ensuring that their voices and concerns shape the trajectory of technological development. The framework emphasizes the need for protective measures that preemptively address potential risks and inequities that may arise from the adoption and integration of emerging technologies. Based on a detailed analysis of case studies and current governance models, we present and discuss a set of ten actionable recommendations. These are designed to facilitate the transition towards a governance approach that not only respects individual autonomy and privacy, but also fosters a collective responsibility towards sustainable and fair technological progress. By placing human dignity, societal welfare and the protection of the most vulnerable at the center of technological innovation, we advocate for a future where convergence is synonymous with progress that is both ethically grounded and universally beneficial."
A review on spreading and Forensics Analysis of Windows-Based ransomware,https://link.springer.com/article/10.1007/s40745-022-00417-5,08 June 2022,"Narendrakumar Mangilal Chayal, Ankur Saxena, Rijwan Khan","Ransomware is one of the most advanced malware which uses high computer resources and services to encrypt system data once it infects a system and causes large financial data losses to the organization and individuals. There are certain automatic ransomware detection and analysis strategies available nowadays. File system analysis reveals some essential patterns and artifacts that can be very useful to understand its behavior spreading mechanism, taxonomy for malware forensics experts. Current trend explores Ransomware as a service (RaaS) and Malware as a service (MaaS) on Darknet. This paper reveals a theory of digital forensic methodology to identify the spreading/infection mechanism and attack path, the cryptographic methodology, windows services, process, APIs, persistence mechanism, and system lockdown strategies and malware analysis methodology. This review could be helpful to learn and understand malware forensic analysis for threat researchers, students, cyber experts, etc."
Leaked email data: a new source for the study of authoritarian regimes,https://link.springer.com/article/10.1057/s42984-024-00097-w,05 November 2024,Sanshiro Hosaka,"This article examines the significance and practical challenges of using leaked email data for academic research into the inner mechanisms of non-democratic regimes, with a focus on Russia’s hybrid warfare against Ukraine. While investigative journalism and open-source intelligence have immensely benefited from leaked email data, academia has largely distanced itself from this novel type of reference and related empirical findings. Initial scholarly endeavors utilizing leaked emails highlight two key issues: 1) the authenticity of leaked data and the specifics of its interpretation and verification; and 2) research ethics concerning the privacy of leaked email account holders. I argue that traceability and ethical dilemmas should be addressed in tandem, considering the wider public good. The findings of this article may also apply to the study of other authoritarian regimes, such as China and Iran."
Under false flag: using technical artifacts for cyber attack attribution,https://link.springer.com/article/10.1186/s42400-020-00048-4,20 March 2020,"Florian Skopik, Timea Pahi","The attribution of cyber attacks is often neglected. The consensus still is that little can be done to prosecute the perpetrators – and unfortunately, this might be right in many cases. What is however only of limited interest for the private industry is in the center of interest for nation states. Investigating if an attack was carried out in the name of a nation state is a crucial task for secret services. Many methods, tools and processes exist for network- and computer forensics that allow the collection of traces and evidences. They are the basis to associate adversarial actions to threat actors. However, a serious problem which has not got the appropriate attention from research yet, are false flag campaigns, cyber attacks which apply covert tactics to deceive or misguide attribution attempts – either to hide traces or to blame others. In this paper we provide an overview of prominent attack techniques along the cyber kill chain. We investigate traces left by attack techniques and which questions in course of the attribution process are answered by investigating these traces. Eventually, we assess how easily traces can be spoofed and rate their relevancy with respect to identifying false flag campaigns."
Regulating lethal autonomous weapon systems: exploring the challenges of explainability and traceability,https://link.springer.com/article/10.1007/s43681-023-00261-0,21 February 2023,"Edward Hunter Christie, Amy Ertan, Laurynas Adomaitis, Matthias Klaus","We explore existing political commitments by states regarding the development and use of lethal autonomous weapon systems. We carry out two background reviewing efforts, the first addressing ethical and legal framings and proposals from recent academic literature, the second addressing recent formal policy principles as endorsed by states, with a focus on the principles adopted by the United States Department of Defense and the North Atlantic Treaty Organization. We then develop two conceptual case studies. The first addresses the interrelated principles of explainability and traceability, leading to proposals for acceptable scope limitations to these principles. The second considers the topic of deception in warfare and how it may be viewed in the context of ethical principles for lethal autonomous weapon systems."
Optimising peace through a Universal Global Peace Treaty to constrain the risk of war from a militarised artificial superintelligence,https://link.springer.com/article/10.1007/s00146-021-01382-y,11 January 2022,"Elias G. Carayannis, John Draper","This article argues that an artificial superintelligence (ASI) emerging in a world where war is still normalised constitutes a catastrophic existential risk, either because the ASI might be employed by a nation–state to war for global domination, i.e., ASI-enabled warfare, or because the ASI wars on behalf of itself to establish global domination, i.e., ASI-directed warfare. Presently, few states declare war or even war on each other, in part due to the 1945 UN Charter, which states Member States should “refrain in their international relations from the threat or use of force”, while allowing for UN Security Council-endorsed military measures and self-defense. As UN Member States no longer declare war on each other, instead, only ‘international armed conflicts’ occur. However, costly interstate conflicts, both hot and cold and tantamount to wars, still take place. Further, a New Cold War between AI superpowers looms. An ASI-directed/enabled future conflict could trigger total war, including nuclear conflict, and is therefore high risk. Via conforming instrumentalism, an international relations theory, we advocate risk reduction by optimising peace through a Universal Global Peace Treaty (UGPT), contributing towards the ending of existing wars and prevention of future wars, as well as a Cyberweapons and Artificial Intelligence Convention. This strategy could influence state actors, including those developing ASIs, or an agential ASI, particularly if it values conforming instrumentalism and peace."
U.S. strategy of damage limitation vis-à-vis China: long-term programs and effects,https://link.springer.com/article/10.1007/s42533-024-00153-w,25 April 2024,"Bin Li, Riqiang Wu","A number of U.S. military programs, if successfully developed and deployed, could undermine China's nuclear retaliatory capabilities, thereby enhancing U.S. damage limitation capabilities vis-à-vis China. Meanwhile, China seeks to maintain the credibility of its nuclear retaliatory capabilities and increase the survivability and penetration of its nuclear weapons. These interactions are part of the nuclear competition between the United States and China. This article discusses three cases: the U.S. homeland missile defense system, anti-submarine warfare (ASW) preparations, and the space-based Ground Moving Target Indicator. These programs may serve declaratory purposes in one way or another, but their development has had a negative impact on China’s strategic nuclear retaliatory capabilities. Using non-nuclear means that differ technologically from the measures taken by China, these programs have created an asymmetric competition between the two sides. These U.S. programs have endured for several decades, and have continued to introduce new technologies despite occasional interruptions. The main element of development in these programs has been qualitative improvement, while quantitative increases have not always been evident. The development of these U.S. damage limitation capabilities put pressure on China’s nuclear retaliatory capabilities. The arms race theories developed during the Cold War are inadequate for fully understanding nuclear competition between the United States and China. We need new theories and wisdom to explore cooperative solutions."
Terrorism and the lawful preemptive use of force: the case of cyberattacks,https://link.springer.com/article/10.1057/s42984-022-00043-8,11 May 2022,Jean-François Caron,"Twenty years of war against terror has led to humanitarian tragedies where the West has chosen to intervene in addition to being unable to durably eradicate the terrorist threat. As this text argues, this situation calls for a renewed strategy that needs to amend the legitimate use of force by reconsidering the criteria of pre-emptive actions in order to pave the way for non-violent and violent alternatives to war. In this regard, different forms of cyber actions can play a significant role in this well-needed renewed strategy."
Addressing insurance of data breach cyber risks in the catastrophe framework,https://link.springer.com/article/10.1057/s41288-020-00163-w,16 April 2020,"Spencer Wheatley, Annette Hofmann, Didier Sornette","Considering data breaches as a man-made catastrophe helps clarify the actuarial need for multiple levels of analysis—going beyond claims-driven loss statistics alone—and calls for specific advances in both data and models. The prominent human element and the dynamic, networked and multi-type nature of cyber risk are perhaps what makes it uniquely challenging. Complementary top-down statistical and bottom-up analytical approaches are discussed. Focusing on data breach severity, we exploit open data for events at organisations in the U.S. We show that this extremely heavy-tailed risk is worsening for external attacker ‘hack’ events. Writing in Q2 of 2018, the median predicted number of ids breached in the U.S. due to hacking in the last 6 months of 2018 was 0.5 billion, with a 5% chance that the figure exceeds 7 billion, doubling the historical total. ‘Fortunately’, the total breach in that period turned out to be near the median."
"Technology, institutions and regulation: towards a normative theory",https://link.springer.com/article/10.1007/s00146-023-01803-0,28 November 2023,"Marcus Smith, Seumas Miller","Technology regulation is one of the most important public policy issues facing society and governments at the present time, and further clarity could improve decision making in this complex and challenging area. Since the rise of the internet in the late 1990s, a number of approaches to technology regulation have been proposed, prompted by the associated changes in society, business and law that this development brought with it. However, over the past decade, the impact of technology has been profound and the associated issues for government have extremely challenging, ranging across cyber security, artificial intelligence, and many other areas. To that end, this article introduces a Theory of Institutional Technology Actors and Norms (TITAN), a normatively informed and institutionally-based account of technology regulation. It focuses on the moral and legal (including regulatory) rights and responsibilities of the relevant actors and seeks to inform the development of regulation that is both fit for purpose, rights compliant and fair for all concerned. The account incorporates the perspectives of four key categories of groups in society: producers of technology, users of technology, government regulators, and normative policy shapers."
Reactive handover coordination system with regenerative blockchain principles for swarm unmanned aerial vehicles,https://link.springer.com/article/10.1007/s12083-023-01572-z,26 October 2023,"S. Rajasoundaran, S. V. N. Santhosh Kumar, M. Selvi, Arputharaj Kannan","Aerial warfare systems in various countries highly expect Swarm Unmanned Aerial Vehicles (UAVs) and Flying Adhoc Networks (FANETs) for defense stability. However, swarm UAVs face many challenges, like security breaches, malfunctions, link failures, and handover failures. UAVs can easily malfunction by external threats to create data loss, theft, signal jamming, misrouting, false handover, and location spoofing. Failures in UAV handover principles make overall gradual downtime in FANET. Against these issues, existing UAV protection mechanisms deliver location monitoring mechanisms (graphs and trees), multi-link handover mechanisms, and distributed authentication principles. However, the implantation of recent-day techniques may fail against migrating attacker events executed in electronic warfare systems. The existing security methods need improvements for protecting Multi-UAV layers effectively through end-to-end security principles. For this purpose, a new Reactive Handover Coordination System with Regenerative Blockchain (RHCRB) Principles is proposed that takes novel high-security features specially made for swarm UAVs. The proposed RHCRB implements more crucial distributed functions in each UAV on demand. The executed operations of RHCRB comprise trusted location monitoring schemes (internal and cooperative UAV movements), dynamic location-based cost magnitude calculations, regenerative blockchain principles (authentication of each UAV and active edges), confidential link management principles, secure handover coordination, and on-demand topology management principles. The technical aspects of RHCRB build lightweight and shielded handover principles against airfield vulnerabilities. The proposed model suggests implementing an entirely protected handover environment from node localization to handover events. The inspired technical aspects of RHCRB contribute to the swarm UAV environment through confidentiality using Advanced Encryption Standard (AES) and distributed authentication (blockchain-based node and edge management) principles to engage protected handover practices. The experimental section of this article has been tested using testbed in FlyNetSim tool for implementing RHCRB and notable recent security techniques such as the Internet of Vehicles with Decentralized Blockchains (IoV-DB), Group Handover for Internet of Defense (GH-IoD), and Handover and Optimized Security Principles for UAVs (HOOPOE). The results obtained by this system show RHCRB's 8% to 14% of betterment than existing techniques through various measures."
Scientific challenges in governing military AI,https://link.springer.com/article/10.1038/s41928-024-01275-0,04 November 2024,WooJung Jon,Abstract Not Available
