Title,URL,Date Published,Authors,Abstract,Preprocessed_Abstract
Optimal Resource Allocation and Feasible Hexagonal Topology for Cyber-Physical Systems,https://link.springer.com/article/10.1007/s11424-023-2256-z,12 June 2023,"Yifa Liu, Long Cheng","Networked cyber-physical systems are facing serious security threats from malicious attacks. It is noted that the networked cyber-physical system should take defense measures into account at the beginning of its construction. From the conservative defensive perspective, this paper proposes a robust optimal defense resource allocation strategy to reduce the maximum possible losses of the networked cyber-physical system caused by potential attacks. Then, based on the robust optimal allocation strategy, it can be proved that the topology of the networked cyber-physical system has a great influence on the loss function. In order to further improve security, the effects of adding redundant connections are investigated. Furthermore, by taking geographical knowledge into account, a hexagonal construction scheme is proposed for providing a geographically-feasible and economically-viable solution for building networked cyber-physical systems, where the loss function has a cubic decay.",networked cyberphysical system face serious security threat malicious attack note networked cyberphysical system take defense measure account begin construction conservative defensive perspective paper proposes robust optimal defense resource allocation strategy reduce maximum possible loss networked cyberphysical system cause potential attack base robust optimal allocation strategy prove topology networked cyberphysical system great influence loss function order improve security effect add redundant connection investigate furthermore take geographical knowledge account hexagonal construction scheme propose provide geographicallyfeasible economicallyviable solution building networked cyberphysical system loss function cubic decay
Investigating the effectiveness of a HyFlex cyber security training in a developing country: A case study,https://link.springer.com/article/10.1007/s10639-022-11038-z,11 April 2022,"Livinus Obiora Nweke, Anthony Jnr Bokolo, Gibson Mba, Emeka Nwigwe",Abstract Not Available,abstract available
Distributed Security Control for Complex Cyber-physical Systems against Denial-of-service Attacks,https://link.springer.com/article/10.1007/s12555-020-0906-7,04 February 2022,"Xiaojie Huang, Da-Wei Ding, Zhiqiang Li, Cuijuan An","This paper investigates the problem of distributed security control for complex cyber-physical systems against denial-of-service (DoS) attacks. A distributed security controller with interconnected control nodes is proposed on the basis of piecewise Lyapunov functions. The bounds of attack frequency and attack duration are explicitly calculated to achieve security synchronization. Meanwhile, an event-based data update strategy is proposed to resist the negative influence of DoS attacks on data transmission. Finally, a simulation example is given to verify the effectiveness of the proposed method.",paper investigates problem distribute security control complex cyberphysical system denialofservice do attack distribute security controller interconnect control node propose basis piecewise lyapunov function bound attack frequency attack duration explicitly calculate achieve security synchronization meanwhile eventbased data update strategy propose resist negative influence do attack data transmission finally simulation example give verify effectiveness propose method
A novel framework for identification of cyber-physical attacks in additive manufacturing,https://link.springer.com/article/10.1007/s40964-024-00726-6,21 July 2024,"Muhammad Arif Mahmood, Asad Waqar Malik, Frank Liou","In the era of technological advancements, additive manufacturing systems now facilitate users in remotely submitting their jobs. This collaborative approach empowers communities to share unique design patterns, fostering innovation and collaboration for cutting-edge part designs. However, the convenience of sharing information over the Internet introduces security challenges, notably the risk of man-in-the-middle attacks. These malicious activities could manipulate parameter values, potentially leading to inaccuracies or defects in the printed parts, thus affecting the mechanical properties negatively. In recent times, the additive manufacturing industry has witnessed numerous cyber-attacks, underscoring the importance of addressing and mitigating potential vulnerabilities in additive manufacturing processes. As we embark on this transformative journey of digital collaboration, it becomes imperative to implement robust security measures to safeguard the integrity of additive manufacturing systems and protect against cyber threats. In this paper, we introduce a comprehensive framework designed to fortify additive manufacturing systems against cyber attacks. This innovative framework serves as a secure platform, facilitating both clients and manufacturing industries to seamlessly submit jobs for remote printing. By implementing file integrity measures, the framework ensures the innocence of the additive manufacturing process, safeguarding against potential file modification attacks. The manipulated additive manufacturing file showing with voids have also been printed using laser powder bed fusion process to identify the affect of voids on tensile tests.",era technological advancement additive manufacturing system facilitate user remotely submit job collaborative approach empowers community share unique design pattern foster innovation collaboration cuttingedge part design however convenience share information internet introduces security challenge notably risk maninthemiddle attack malicious activity could manipulate parameter value potentially lead inaccuracy defect print part thus affect mechanical property negatively recent time additive manufacturing industry witness numerous cyberattacks underscore importance address mitigate potential vulnerability additive manufacturing process embark transformative journey digital collaboration becomes imperative implement robust security measure safeguard integrity additive manufacturing system protect cyber threat paper introduce comprehensive framework design fortify additive manufacturing system cyber attack innovative framework serf secure platform facilitate client manufacturing industry seamlessly submit job remote printing implement file integrity measure framework ensures innocence additive manufacturing process safeguard potential file modification attack manipulate additive manufacturing file show void also print use laser powder bed fusion process identify affect void tensile test
Cyber-Security Attacks on Microgrid and Its Mitigation via Adaptive Fuzzy PID Controller,https://link.springer.com/article/10.1007/s40815-024-01841-w,16 September 2024,"Rajendra Kumar Khadanga, Sidhartha Panda, Deepa Das","Cyberattacks on frequency stability problems pose a significant threat to microgrids. Furthermore, frequency fluctuations brought on by cyberattacks in any region of the microgrid impact the system, endangering the stability of the network. This problem can be fixed using a self-adaptive virtual inertia control strategy, which enhances the microgrid’s stability and damping capabilities. When using this control method, the evaluation of the microgrid’s frequency data is obtained through the usage of a phase-locked loop (PLL). However, because of its system dynamics, PLL implementation in microgrids produces more frequency oscillation. Once more, this work addresses the above problem by presenting a robust adaptive fuzzy PID controller (AFPID) for virtual inertia control. This controller will simultaneously increase the stability of the microgrid system and reduce the undesired frequency measurement impacts caused by cyberattacks. A unique modified artificial ecosystem-based optimization technique (mAEO) is put forth to fine-tune the controller parameters further. The effectiveness of the suggested solutions is examined by contrasting the simulation results with a few common strategies while considering changes in system parameters and varying rates of cyberattacks.",cyberattacks frequency stability problem pose significant threat microgrids furthermore frequency fluctuation brought cyberattacks region microgrid impact system endanger stability network problem fix use selfadaptive virtual inertia control strategy enhances microgrids stability damp capability use control method evaluation microgrids frequency data obtain usage phaselocked loop pll however system dynamic pll implementation microgrids produce frequency oscillation work address problem present robust adaptive fuzzy pid controller afpid virtual inertia control controller simultaneously increase stability microgrid system reduce undesired frequency measurement impact cause cyberattacks unique modify artificial ecosystembased optimization technique maeo put forth finetune controller parameter effectiveness suggest solution examine contrast simulation result common strategy consider change system parameter vary rate cyberattacks
"Cyberattack, cyber risk mitigation capabilities, and firm productivity in Kenya",https://link.springer.com/article/10.1007/s11187-024-00946-8,05 July 2024,"Godsway Korku Tetteh, Chuks Otioma","Most scholarly work has focused on the positive effects of digitalisation in Sub-Saharan Africa without accounting for the associated risks and mitigation measures at the firm level. Using the 2016 Enterprise ICT Survey of Kenya which provides a rich source of information on the use of ICT among firms, we examine the effect of cybersecurity breach on labour productivity and show how this effect is moderated by cyber risk mitigation capabilities at the firm level. We find that cybersecurity breach reduces labour productivity at the firm level. We also find that upskilling mitigates the negative effect of cybersecurity breach on labour productivity especially for Small and Medium-sized Enterprises. The results further suggest that while Information Technology Policy and Information Technology Security capabilities can enable firms to improve labour productivity, these measures are not sufficient to offset the adverse effect of cybersecurity breach on labour productivity. Together the results imply that upskilling is an effective cyber risk mitigation measure against cybersecurity breaches at the firm level and therefore should be an integral part of the overarching IT governance strategy of firms.",scholarly work focus positive effect digitalisation subsaharan africa without accounting associate risk mitigation measure firm level use enterprise ict survey kenya provide rich source information use ict among firm examine effect cybersecurity breach labour productivity show effect moderate cyber risk mitigation capability firm level find cybersecurity breach reduces labour productivity firm level also find upskilling mitigates negative effect cybersecurity breach labour productivity especially small mediumsized enterprise result suggest information technology policy information technology security capability enable firm improve labour productivity measure sufficient offset adverse effect cybersecurity breach labour productivity together result imply upskilling effective cyber risk mitigation measure cybersecurity breach firm level therefore integral part overarch governance strategy firm
RETRACTED ARTICLE: Artificial intelligence enabled fuzzy multimode decision support system for cyber threat security defense automation,https://link.springer.com/article/10.1007/s11416-022-00443-0,06 August 2022,"Feilu Hang, Linjiang Xie, Zhenhong Zhang, Wei Guo, Hanruo Li","Security defense automation uses technology that reduces human assistance to integrate security applications, processes, and infrastructure. In the process of defense and attack, there will be a period of delay in establishing the decision-making and strategy. Recently, fuzzy-based decision-making has been effectively utilized for uncertainty and vague data in security applications. Fuzzy decision tree blends fuzzy representation and associates approximate reasoning with symbolic decision trees. They provide for handling language-related uncertainty, noise, missing or faulty features, and robust behavior while also providing comprehensible knowledge interpretation. Cyber threat intelligence is information an organization utilizes to understand the dangers that have, might, and is presently attacking the company. The collection of single or multi-criteria techniques using fuzzy logic aiming at selecting the best alternative in case of inaccurate, incomplete, and vague information. Hence, this paper proposes a fuzzy multimode decision support system (FMMDSS) for security defense automation. Fuzzy logic is a progression to define the human inclination of accurate thinking that simplifies classical logic. This paper aims at the state explosion problem when network nodes increase and design the attack-defense graph to compress the state space and extract network states and defense policies. A simple example representing the suggested model to support decision-making accompanies the security attack and defense processes. This research will potentially offer new ideas and stimuli for future designs of network security and defense automation architecture. This paper concludes with a policy for implementing the recommended model in an operational setting with better dependability predictions, general comparison of predictive analysis ratio 89.7% and a cognitive ability ratio 92.5%, the security control selection ratio of 82.5%. Scalability ratios of 85.2% with an overall performance of 95.7% are measured using conventional methods and our proposed system.",security defense automation us technology reduces human assistance integrate security application process infrastructure process defense attack period delay establish decisionmaking strategy recently fuzzybased decisionmaking effectively utilized uncertainty vague data security application fuzzy decision tree blend fuzzy representation associate approximate reason symbolic decision tree provide handle languagerelated uncertainty noise miss faulty feature robust behavior also provide comprehensible knowledge interpretation cyber threat intelligence information organization utilizes understand danger might presently attack company collection single multicriteria technique use fuzzy logic aim select best alternative case inaccurate incomplete vague information hence paper proposes fuzzy multimode decision support system fmmdss security defense automation fuzzy logic progression define human inclination accurate think simplifies classical logic paper aim state explosion problem network node increase design attackdefense graph compress state space extract network state defense policy simple example represent suggest model support decisionmaking accompanies security attack defense process research potentially offer new idea stimulus future design network security defense automation architecture paper concludes policy implement recommend model operational set well dependability prediction general comparison predictive analysis ratio cognitive ability ratio security control selection ratio scalability ratio overall performance measure use conventional method propose system
"Enhancing university network management and security: a real-time monitoring, visualization & cyber attack detection approach using Paessler PRTG and Sophos Firewall",https://link.springer.com/article/10.1007/s13198-024-02448-y,25 August 2024,"Afrah Fathima, G. Shree Devi","Network traffic monitoring and visualization are essential for university network management and security. This research study uses the Paessler’s PRTG Network Monitoring Tool and Sophos Firewall to monitor and visualize a Campus network traffic in real time. The proposed system gives university network administrators complete access into traffic patterns, security concerns, and performance metrics for efficient network administration and improved security. The research begins with university network issues, including rising bandwidth demand, diversified traffic, and changing security threats. The paper then discusses the PRTG Tool, a popular network-monitoring tool with strong scalability, and Sophos Firewall, a sophisticated network security solution. The integration of the two tools underpins the proposed real-time monitoring system. It also describes the system design, which uses PRTG Network Monitor sensors strategically distributed throughout the network infrastructure to collect real-time network traffic statistics. These sensors collect traffic data using SNMP and flow technologies such as NetFlow or sFlow. The monitoring system and Sophos Firewall enable real-time threat detection and prevention to improve security. The research paper also discusses the data visualization features of the PRTG Network Monitor. It shows how graphs, charts, and dashboards help network managers understand traffic patterns and spot anomalies and make informed network optimization and security decisions. The paper also discusses a case study of a university network using the proposed approach. The results show that real-time monitoring and visualization can improve network administration and security. This paper presents a real-time network traffic monitoring and visualization solution for university networks.",network traffic monitoring visualization essential university network management security research study us paesslers prtg network monitoring tool sophos firewall monitor visualize campus network traffic real time propose system give university network administrator complete access traffic pattern security concern performance metric efficient network administration improve security research begin university network issue include rise bandwidth demand diversified traffic change security threat paper discus prtg tool popular networkmonitoring tool strong scalability sophos firewall sophisticated network security solution integration two tool underpins propose realtime monitoring system also describes system design us prtg network monitor sensor strategically distribute throughout network infrastructure collect realtime network traffic statistic sensor collect traffic data use snmp flow technology netflow sflow monitoring system sophos firewall enable realtime threat detection prevention improve security research paper also discus data visualization feature prtg network monitor show graph chart dashboard help network manager understand traffic pattern spot anomaly make inform network optimization security decision paper also discus case study university network use propose approach result show realtime monitoring visualization improve network administration security paper present realtime network traffic monitoring visualization solution university network
A Cyber-Security Risk Assessment Methodology for Medical Imaging Devices: the Radiologists’ Perspective,https://link.springer.com/article/10.1007/s10278-021-00562-y,17 February 2022,"Tom Mahler, Erez Shalom, Arnon Makori, Yuval Elovici, Yuval Shahar","Medical imaging devices (MIDs) are exposed to cyber-security threats. Currently, a comprehensive, efficient methodology dedicated to MID cyber-security risk assessment is lacking. We propose theThreat identification, ontology-based Likelihood, severity Decomposition, and Risk assessment(TLDR) methodology and demonstrate its feasibility and consistency with existing methodologies, while being more efficient, providing details regarding the severity components, and supporting organizational prioritization and customization. Using our methodology, the impact of 23 MIDs attacks (that were previously identified) was decomposed into six severity aspects. FourRadiology Medical Experts(RMEs) were asked to assess these six aspects for each attack. The TLDR methodology’sexternal consistencywas demonstrated by calculating pairedT-tests between TLDR severity assessments and those of existing methodologies (and between the respective overall risk assessments, using attack likelihood estimates by four healthcare cyber-security experts); the differences were insignificant, implyingexternally consistentrisk assessment. The TLDR methodology’sinternal consistencywas evaluated by calculating the pairwise Spearman rank correlations between the severity assessments of different groups of two to four RMEs and each of their individual group members, showing that the correlations between the severity rankings, using the TLDR methodology, were significant (P< 0.05), demonstrating that the severity rankings wereinternally consistentfor all groups of RMEs. Using existing methodologies, however, the internal correlations were insignificant for groups of less than four RMEs. Furthermore, compared to standard risk assessment techniques, the TLDR methodology is also sensitive to local radiologists’ preferences, supports a greater level of flexibility regarding risk prioritization, and produces more transparent risk assessments.",medical image device mids expose cybersecurity threat currently comprehensive efficient methodology dedicate mid cybersecurity risk assessment lack propose thethreat identification ontologybased likelihood severity decomposition risk assessmenttldr methodology demonstrate feasibility consistency exist methodology efficient provide detail regard severity component support organizational prioritization customization use methodology impact mids attack previously identify decompose six severity aspect fourradiology medical expertsrmes ask ass six aspect attack tldr methodologysexternal consistencywas demonstrate calculate pairedttests tldr severity assessment exist methodology respective overall risk assessment use attack likelihood estimate four healthcare cybersecurity expert difference insignificant implyingexternally consistentrisk assessment tldr methodologysinternal consistencywas evaluate calculate pairwise spearman rank correlation severity assessment different group two four rmes individual group member show correlation severity ranking use tldr methodology significant p demonstrate severity ranking wereinternally consistentfor group rmes use exist methodology however internal correlation insignificant group less four rmes furthermore compare standard risk assessment technique tldr methodology also sensitive local radiologist preference support great level flexibility regard risk prioritization produce transparent risk assessment
Accessible and Inclusive Cyber Security: A Nuanced and Complex Challenge,https://link.springer.com/article/10.1007/s42979-022-01239-1,22 June 2022,"Karen Renaud, Lizzie Coles-Kemp","It has been argued that human-centred security design needs to accommodate the considerations of three dimensions: (1) security, (2) usability and (3) accessibility. The latter has not yet received much attention. Now that governments and health services are increasingly requiring their citizens/patients to use online services, the need for accessible security and privacy has become far more pressing. The reality is that, for many, security measures are often exasperatingly inaccessible. Regardless of the outcome of the debate about the social acceptability of compelling people to access public services online, we still need to design accessibility into these systems, or risk excluding and marginalising swathes of the population who cannot use these systems in the same way as abled users. These users are particularly vulnerable to attack and online deception not only because security and privacy controls are inaccessible but also because they often struggle with depleted resources and capabilities together with less social, economic and political resilience. This conceptual paper contemplates the accessible dimension of human-centred security and its impact on the inclusivity of security technologies. We scope the range of vulnerabilities that can result from a lack of accessibility in security solutions and contemplate the nuances and complex challenges inherent in making security accessible. We conclude by suggesting a number of avenues for future work in this space.",argue humancentred security design need accommodate consideration three dimension security usability accessibility latter yet receive much attention government health service increasingly require citizenspatients use online service need accessible security privacy become far press reality many security measure often exasperatingly inaccessible regardless outcome debate social acceptability compelling people access public service online still need design accessibility system risk exclude marginalise swathe population use system way abled user user particularly vulnerable attack online deception security privacy control inaccessible also often struggle deplete resource capability together less social economic political resilience conceptual paper contemplates accessible dimension humancentred security impact inclusivity security technology scope range vulnerability result lack accessibility security solution contemplate nuance complex challenge inherent make security accessible conclude suggest number avenue future work space
Event-triggered finite-time command-filtered tracking control for nonlinear time-delay cyber physical systems against cyber attacks,https://link.springer.com/article/10.1631/FITEE.2300613,29 December 2023,"Yajing Ma 
            (马亚静), Yuan Wang 
            (王媛), Zhanjie Li 
            (李占杰), Xiangpeng Xie 
            (解相朋)","This article addresses the secure finite-time tracking problem via event-triggered command-filtered control for nonlinear time-delay cyber physical systems (CPSs) subject to cyber attacks. Under the attack circumstance, the output and state information of CPSs is unavailable for the feedback design, and the classical coordinate conversion of the iterative process is incompetent in relation to the tracking task. To solve this, a new coordinate conversion is proposed by considering the attack gains and the reference signal simultaneously. By employing the transformed variables, a modified fractional-order command-filtered signal is incorporated to overcome the complexity explosion issue, and the Nussbaum function is used to tackle the varying attack gains. By systematically constructing the Lyapunov–Krasovskii functional, an adaptive event-triggered mechanism is presented in detail, with which the communication resources are greatly saved, and the finite-time tracking of CPSs under cyber attacks is guaranteed. Finally, an example demonstrates the effectiveness.",article address secure finitetime track problem via eventtriggered commandfiltered control nonlinear timedelay cyber physical system cps subject cyber attack attack circumstance output state information cps unavailable feedback design classical coordinate conversion iterative process incompetent relation track task solve new coordinate conversion propose consider attack gain reference signal simultaneously employ transform variable modify fractionalorder commandfiltered signal incorporate overcome complexity explosion issue nussbaum function use tackle vary attack gain systematically construct lyapunovkrasovskii functional adaptive eventtriggered mechanism present detail communication resource greatly save finitetime track cps cyber attack guaranteed finally example demonstrates effectiveness
XAITrafficIntell: Interpretable Cyber Threat Intelligence for Darknet Traffic Analysis,https://link.springer.com/article/10.1007/s10922-024-09842-8,05 September 2024,"Dincy R. Arikkat, P. Vinod, K. A. Rafidha Rehiman, Rabeeba Abdul Rasheed, Mauro Conti","Network traffic analysis is essential for enhancing network security and management. Integrating Machine Learning and Explainable Artificial Intelligence (XAI) offers a promising avenue for exploring darknet traffic. XAI’s integration into security domains paves the way to enriching our understanding of network traffic patterns and extracting valuable insights for security purposes. This investigation delves into the intricacies of darknet traffic classification by analyzing the datasets ISCXTor2016 and CIC-Darknet2020. By employing XAI techniques, we identify the most crucial features for accurate network traffic categorization. We conduct an in-depth analysis of darknet traffic models by utilizing explainable tools such as SHAP, LIME, Permutation Importance, and Counterfactual Explanations. Our experimental results highlightProtocolas the crucial factor in the ISXCTor2016 traffic classification,Source Portin the ISCXTor2016 application identification, andIdleMaxin the CIC-Darknet2020 traffic classification. Additionally, our analysis encompassed the extraction of Cyber Threat Intelligence from the IP addresses within the network traffic. We explored the prevalent malware types and discerned specific targeted countries. Furthermore, a comprehensive exploration was conducted on the sophisticated attack techniques employed by adversaries. Our analysis identified T1071 as a frequently employed attack technique in which adversaries utilize OSI application layer protocols to communicate, strategically evading detection and network filtering measures.",network traffic analysis essential enhance network security management integrate machine learn explainable artificial intelligence xai offer promising avenue explore darknet traffic xais integration security domain pave way enrich understand network traffic pattern extract valuable insight security purpose investigation delf intricacy darknet traffic classification analyze datasets iscxtor cicdarknet employ xai technique identify crucial feature accurate network traffic categorization conduct indepth analysis darknet traffic model utilize explainable tool shap lime permutation importance counterfactual explanation experimental result highlightprotocolas crucial factor isxctor traffic classificationsource portin iscxtor application identification andidlemaxin cicdarknet traffic classification additionally analysis encompass extraction cyber threat intelligence ip address within network traffic explore prevalent malware type discern specific target country furthermore comprehensive exploration conduct sophisticated attack technique employ adversary analysis identify frequently employ attack technique adversary utilize osi application layer protocol communicate strategically evade detection network filter measure
Safe and secure system architectures for cyber-physical systems,https://link.springer.com/article/10.1007/s00287-023-01533-z,03 April 2023,Frank J. Furrer,"Cyber-physical systems are at the core of our current civilization. Countless examples dominate our daily life and work, such as driverless cars that will soon master our roads, implanted medical devices that will improve many lives, and industrial control systems that control production and infrastructure. Because cyber-physical systems manipulate the real world, they constitute a danger for many applications. Therefore, theirsafetyandsecurityare essential properties of these indispensable systems. The long history of systems engineering has demonstrated that the system quality properties—such as safety and security—strongly depend on the underlyingsystem architecture. Satisfactory system quality properties can only be ensured if the fundamental system architecture is sound! The development of dependable cyber-physical architectures in recent years suggests thattwoharmonical architectures are required: adesign-time architectureand arun-time architecture. The design-time architecture defines and specifies all parts and relationships, assuring the required system quality properties. However, in today’s complex systems, ensuring all quality properties in all operating conditions during design time will never be possible. Therefore, an additional line of defense against safety accidents and security incidents is indispensable: This must be provided by the run-time architecture. The run-time architecture primarily consists of aprotective shellthat monitors the run-time system during operation. It detects anomalies in system behavior, interface functioning, or data—often using artificial intelligence algorithms—and takes autonomous mitigation measures, thus attempting to prevent imminent safety accidents or security incidents before they occur. This paper’s core is theprotective shellas a run-time protection mechanism for cyber-physical systems. The paper has the form of an introductorytutorialand includes focused references.",cyberphysical system core current civilization countless example dominate daily life work driverless car soon master road implant medical device improve many life industrial control system control production infrastructure cyberphysical system manipulate real world constitute danger many application therefore theirsafetyandsecurityare essential property indispensable system long history system engineering demonstrate system quality propertiessuch safety securitystrongly depend underlyingsystem architecture satisfactory system quality property ensure fundamental system architecture sound development dependable cyberphysical architecture recent year suggests thattwoharmonical architecture require adesigntime architectureand aruntime architecture designtime architecture defines specifies part relationship assure require system quality property however today complex system ensure quality property operating condition design time never possible therefore additional line defense safety accident security incident indispensable must provide runtime architecture runtime architecture primarily consists aprotective shellthat monitor runtime system operation detects anomaly system behavior interface function dataoften use artificial intelligence algorithmsand take autonomous mitigation measure thus attempt prevent imminent safety accident security incident occur paper core theprotective shellas runtime protection mechanism cyberphysical system paper form introductorytutorialand include focus reference
Cyber threat assessment and management for securing healthcare ecosystems using natural language processing,https://link.springer.com/article/10.1007/s10207-023-00769-w,27 October 2023,"Stefano Silvestri, Shareful Islam, Dmitry Amelin, Gabriele Weiler, Spyridon Papastergiou, Mario Ciampi","The healthcare sectors have constantly faced significant challenge due to the rapid rise of cyber threats. These threats can pose any potential risk within the system context and disrupt the critical healthcare service delivery. It is therefore necessary for the healthcare organisations to understand and tackle the threats to ensure overall security and resilience. However, threats are continuously evolved and there is large amount of unstructured security-related textual information is available. This makes the threat assessment and management task very challenging. There are a number of existing works that consider Machine Learning models for detection and prediction of cyber attack but they lack of focus on the Natural Language Processing (NLP) to extract the threat information from unstructured security-related text. To this end, this work proposes a novel method to assess and manage threats by adopting natural language processing. The proposed method has been tailored for the healthcare ecosystem and allows to identify and assess the possible threats within healthcare information infrastructure so that appropriate control and mitigation actions can be taken into consideration to tackle the threat. In detail, NLP techniques are used to extract the useful threat information related to specific assets of the healthcare ecosystems from the largely available security-related information on Internet (e.g. cyber security news), to evaluate the level of the identified threats and to select the required mitigation actions. We have performed experiments on real healthcare ecosystems in Fraunhofer Institute for Biomedical Engineering, considering in particular three different healthcare scenarios, namely implantable medical devices, wearables, and biobank, with the purpose of demonstrating the feasibility of our approach, which is able to provide a realistic manner to identify and assess the threats, evaluate the threat level and suggest the required mitigation actions.",healthcare sector constantly face significant challenge due rapid rise cyber threat threat pose potential risk within system context disrupt critical healthcare service delivery therefore necessary healthcare organisation understand tackle threat ensure overall security resilience however threat continuously evolve large amount unstructured securityrelated textual information available make threat assessment management task challenge number exist work consider machine learn model detection prediction cyber attack lack focus natural language processing nlp extract threat information unstructured securityrelated text end work proposes novel method ass manage threat adopt natural language processing propose method tailor healthcare ecosystem allows identify ass possible threat within healthcare information infrastructure appropriate control mitigation action take consideration tackle threat detail nlp technique use extract useful threat information related specific asset healthcare ecosystem largely available securityrelated information internet eg cyber security news evaluate level identify threat select require mitigation action perform experiment real healthcare ecosystem fraunhofer institute biomedical engineering consider particular three different healthcare scenario namely implantable medical device wearable biobank purpose demonstrate feasibility approach able provide realistic manner identify ass threat evaluate threat level suggest require mitigation action
Secure communication based on intelligent adaptive interlayer exponential synchronous for DANNs under cyber attacks,https://link.springer.com/article/10.1007/s11071-024-09988-9,19 July 2024,"Fei Tan, Lili Zhou, Fujin Jia, Chunlai Li","In recent years, cyber security has become a increasingly prominent, with the core issue being the design of secure communication. In this paper, a secure communication framework based on secure interlayer exponential synchronous of duplex artificial neural networks (DANNs) under cyber attacks is developed. To resist random uncertainties and cyber attacks which is conceled in transmission of the signals, based on the Lyapunov’s second method, an intelligent adaptive controller is designed. Based upon Lyapunov stable theory, the criteria for the interlayer synchronous are got. Finally, a secure communication framework based on the secure synchronous policy is derived.Through simulation experiments, exponential synchronous for DANNs and signal security communication have been achieved. Thus, the effectiveness of the theoretical framework is validated. The researches provide references in the design of secure communication schemes in engineering.",recent year cyber security become increasingly prominent core issue design secure communication paper secure communication framework base secure interlayer exponential synchronous duplex artificial neural network danns cyber attack developed resist random uncertainty cyber attack conceled transmission signal base lyapunovs second method intelligent adaptive controller design base upon lyapunov stable theory criterion interlayer synchronous get finally secure communication framework base secure synchronous policy derivedthrough simulation experiment exponential synchronous danns signal security communication achieve thus effectiveness theoretical framework validate research provide reference design secure communication scheme engineering
An adaptive predefined time sliding mode control for uncertain nonlinear cyber-physical servo system under cyber attacks,https://link.springer.com/article/10.1038/s41598-024-57775-8,28 March 2024,"Saleem Riaz, Bingqiang Li, Rong Qi, Chenda Zhang","Malicious attacks are often inevitable in cyber-physical systems (CPS). Accuracy in Cyber physical system for position tracking of servos is the major concern now a days. In high precision industrial automation, it is very hard to achieve accuracy in tracking especially under malicious cyber-attacks, control saturations, parametric perturbations and external disturbances. In this paper, we have designed a novel predefined time (PDT) convergence sliding mode adaptive controller (PTCSMAC) for such kind of cyber physical control system. Main key feature of our control is to cope these challenges that are posed by CPS systems such as parameter perturbation, control saturation, and cyber-attacks and the whole system then upgrade to a third-order system to facilitate adaptive control law. Then, we present an adaptive controller based on the novel PDT convergent sliding mode surface (SMS) combined with a modified weight updated Extreme Learning Machine (ELM) which is used to approximate the uncertain part of the system. Another significant advantage of our proposed control approach is that it does not require detailed model information, guaranteeing robust performance even when the system model is uncertain. Additionally, our proposed PTCSMAC controller is nonsingular regardless of initial conditions, and is capable of eradicating the possibility of singularity problems, which are frequently a concern in numerous CPS control systems. Finally, we have verified our designed PTCSMAC control law through rigorous simulations on CPS seeker servo positioning system and compared the robustness and performance of different existing techniques.",malicious attack often inevitable cyberphysical system cps accuracy cyber physical system position track servo major concern day high precision industrial automation hard achieve accuracy track especially malicious cyberattacks control saturation parametric perturbation external disturbance paper design novel predefined time pdt convergence slide mode adaptive controller ptcsmac kind cyber physical control system main key feature control cope challenge pose cps system parameter perturbation control saturation cyberattacks whole system upgrade thirdorder system facilitate adaptive control law present adaptive controller base novel pdt convergent slide mode surface sm combine modify weight update extreme learn machine elm use approximate uncertain part system another significant advantage propose control approach require detailed model information guarantee robust performance even system model uncertain additionally propose ptcsmac controller nonsingular regardless initial condition capable eradicate possibility singularity problem frequently concern numerous cps control system finally verify design ptcsmac control law rigorous simulation cps seeker servo position system compare robustness performance different exist technique
A survey on cyber threat intelligence sharing based on Blockchain,https://link.springer.com/article/10.1007/s43674-023-00057-z,23 May 2023,"Ahmed El-Kosairy, Nashwa Abdelbaki, Heba Aslan","In recent years, cyber security attacks have increased massively. This introduces the need to defend against such attacks. Cyber security threat intelligence has recently been introduced to secure systems against security attacks. Cyber security threat intelligence (CTI) should be fast, trustful, and protect the sender's identity to stop these attacks at the right time. Threat intelligence sharing is vitally important since it is considered an effective way to improve threat understanding. This leads to protecting the assets and preventing the attack vectors. However, there is a paradox between the privacy safeguard needs of threat intelligence sharing; the need to produce complete proper threat intelligence feeds to be shared with the community, and other challenges and needs that are not covered in the traditional CTI. This paper aims to study how Blockchain technology can be incorporated with the CTI to solve the current issues and challenges in the traditional CTI. We collected the latest contributions that use Blockchain to overcome the conventional CTI problems and compared them to raise the reader’s awareness about the different methods used. Also, we mentioned the uncovered areas for each paper to offer a wide range of details and information about different areas that need to be investigated. Furthermore, the prospect challenges of integrating the Blockchain and CTI are discussed.",recent year cyber security attack increase massively introduces need defend attack cyber security threat intelligence recently introduce secure system security attack cyber security threat intelligence cti fast trustful protect sender identity stop attack right time threat intelligence share vitally important since consider effective way improve threat understand lead protect asset prevent attack vector however paradox privacy safeguard need threat intelligence share need produce complete proper threat intelligence feed share community challenge need cover traditional cti paper aim study blockchain technology incorporate cti solve current issue challenge traditional cti collect late contribution use blockchain overcome conventional cti problem compare raise reader awareness different method use also mention uncovered area paper offer wide range detail information different area need investigate furthermore prospect challenge integrate blockchain cti discuss
